index,time
2902,2020-07-24 16:29:35.995
2903,2020-07-24 16:29:44.518
2904,2020-07-24 16:29:44.782
2905,2020-07-24 16:30:12.393
2906,2020-07-24 16:30:34.901
2907,2020-07-24 16:30:37.280
2908,2020-07-24 16:31:08.052
2909,2020-07-24 16:31:13.304
2910,2020-07-24 16:31:27.143
2911,2020-07-24 16:31:35.822
2912,2020-07-24 16:31:45.319
2913,2020-07-24 16:31:54.223
2914,2020-07-24 16:32:03.563
2915,2020-07-24 16:32:41.084
2916,2020-07-24 16:32:46.592
2917,2020-07-24 16:33:23.565
2918,2020-07-24 16:33:24.053
2919,2020-07-24 16:33:51.222
2920,2020-07-24 16:34:02.731
2921,2020-07-24 16:34:03.056
2922,2020-07-24 16:34:13.396
2923,2020-07-24 16:34:38.010
2924,2020-07-24 16:34:42.508
2925,2020-07-24 16:35:04.208
2926,2020-07-24 16:36:34.493
2927,2020-07-24 16:36:47.126
2928,2020-07-24 16:36:57.864
2929,2020-07-24 16:37:25.739
2930,2020-07-24 16:37:28.979
2931,2020-07-24 16:38:07.675
2932,2020-07-24 16:39:17.338
2933,2020-07-24 16:39:29.533
2934,2020-07-24 16:39:40.694
2935,2020-07-24 16:40:21.536
2936,2020-07-24 16:40:30.864
2937,2020-07-24 16:40:46.101
2938,2020-07-24 16:41:30.575
2939,2020-07-24 16:41:55.037
2940,2020-07-24 16:42:23.564
2941,2020-07-24 16:42:24.315
2942,2020-07-24 16:42:39.870
2943,2020-07-24 16:42:49.521
2944,2020-07-24 16:42:53.353
2945,2020-07-24 16:43:05.288
2946,2020-07-24 16:43:41.892
2947,2020-07-24 16:43:43.020
2948,2020-07-24 16:44:05.522
2949,2020-07-24 16:45:23.580
2950,2020-07-24 16:45:25.620
2951,2020-07-24 16:45:33.378
2952,2020-07-24 16:45:40.047
2953,2020-07-24 16:45:47.194
2954,2020-07-24 16:46:39.080
2955,2020-07-24 16:46:39.741
2956,2020-07-24 16:47:13.019
2957,2020-07-24 16:47:17.027
2958,2020-07-24 16:47:40.019
2959,2020-07-24 16:47:47.763
2960,2020-07-24 16:47:51.296
2961,2020-07-24 16:48:09.543
